250	17.780119
250.49506	11.999494
250.9901	17.106409
251.48515	14.744596
251.98019	12.1535
252.47525	15.184737
252.97029	13.83111
253.46535	15.493568
253.9604	14.153759
254.45544	16.427553
254.9505	13.632562
255.44554	16.50861
255.9406	17.095736
256.43564	15.552032
256.93069	15.138032
257.42575	15.330962
257.92081	14.905398
258.41583	16.819736
258.91089	14.883866
259.40594	15.078008
259.901	16.181231
260.39603	15.088953
260.89108	16.853157
261.38614	16.604654
261.8812	13.784013
262.37625	14.084262
262.87128	17.862099
263.36633	17.155045
263.86139	18.239716
264.35645	13.722979
264.85147	17.896856
265.34653	14.116658
265.84158	10.150665
266.33664	18.470829
266.8317	14.227571
267.32672	12.275886
267.82178	13.682718
268.31683	13.087005
268.81189	16.093546
269.30695	15.940365
269.80197	9.6188297
270.29703	10.880639
270.79208	14.25766
271.28714	15.338107
271.78217	14.086602
272.27722	12.775808
272.77228	17.480181
273.26733	18.098137
273.76239	16.954914
274.25742	16.130005
274.75247	16.313086
275.24753	17.861963
275.74258	14.708543
276.23761	13.171374
276.73267	15.797342
277.22772	14.485608
277.72278	11.983764
278.21783	16.446089
278.71286	16.639843
279.20792	16.369492
279.70297	14.765618
280.19803	17.935898
280.69305	13.729652
281.18811	12.778178
281.68317	12.206256
282.17822	13.17224
282.67328	15.83787
283.1683	13.638087
283.66336	15.683154
284.15842	18.70348
284.65347	13.987845
285.14853	14.840086
285.64355	15.550369
286.13861	15.311525
286.63367	13.40911
287.12872	14.9687
287.62375	15.19443
288.1188	16.74778
288.61386	15.598477
289.10892	15.736067
289.60397	15.588612
290.099	13.884179
290.59406	13.580307
291.08911	13.046741
291.58417	13.552863
292.07919	14.573703
292.57425	15.935992
293.06931	14.693703
293.56436	12.15672
294.05942	14.159586
294.55444	17.955688
295.0495	12.747712
295.54456	15.900787
296.03961	18.292606
296.53467	12.583675
297.02969	12.488864
297.52475	14.183271
298.01981	13.405995
298.51486	14.168154
299.00989	13.827305
299.50494	14.884207
300	13.949604
300.49506	15.993678
300.99011	14.769974
301.48514	14.085217
301.98019	12.785605
